IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,51980,213.158.203.243,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,libra16-normal-no1a.tiktokv.eu,12561,1653369,187,203,2025-08-24T16:40:58.144+02:00,2025-08-24T16:42:20.957+02:00
17,10.215.173.1,5409,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,p77-sign-sg.tiktokcdn.com,71,189,1,1,2025-08-24T16:40:58.920+02:00,2025-08-24T16:40:58.956+02:00
6,10.215.173.1,40624,138.199.37.3,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,p77-sign-sg.tiktokcdn.com,2029,30620,17,16,2025-08-24T16:40:58.967+02:00,2025-08-24T16:42:00.845+02:00
6,10.215.173.1,40638,138.199.37.3,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,p77-sign-sg.tiktokcdn.com,897,3403,7,7,2025-08-24T16:40:58.974+02:00,2025-08-24T16:40:59.157+02:00
17,10.215.173.1,21801,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,mssdk16-normal-no1a.tiktokv.eu,76,194,1,1,2025-08-24T16:40:59.149+02:00,2025-08-24T16:40:59.194+02:00
17,10.215.173.1,5346,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,vcs16-normal-no1a.tiktokv.eu,74,191,1,1,2025-08-24T16:40:59.190+02:00,2025-08-24T16:40:59.230+02:00
6,10.215.173.1,54750,213.158.199.83,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,mssdk16-normal-no1a.tiktokv.eu,20066,54339,40,38,2025-08-24T16:40:59.203+02:00,2025-08-24T16:42:25.959+02:00
6,10.215.173.1,54754,213.158.199.83,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,mssdk16-normal-no1a.tiktokv.eu,737,1528,5,5,2025-08-24T16:40:59.206+02:00,2025-08-24T16:40:59.346+02:00
6,10.215.173.1,60824,213.158.203.216,443,10145,TikTok,com.zhiliaoapp.musically,HTTPS,Zamknij,vcs16-normal-no1a.tiktokv.eu,3304,7891,18,17,2025-08-24T16:40:59.251+02:00,2025-08-24T16:42:00.845+02:00
17,10.215.173.1,52120,10.215.173.2,53,10145,TikTok,com.zhiliaoapp.musically,DNS,Zamknij,webcast-ws16-normal-no1a.tiktokv.eu,81,434,1,1,2025-08-24T16:40:59.411+02:00,2025-08-24T16:40:59.444+02:00
