IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.863+02:00,2025-08-18T17:59:04.863+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:04.868+02:00,2025-08-18T17:59:04.868+02:00
6,10.215.173.1,60016,185.60.217.175,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:04.997+02:00,2025-08-18T17:59:05.000+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:05.308+02:00,2025-08-18T17:59:05.308+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:05.333+02:00,2025-08-18T17:59:05.333+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:05.516+02:00,2025-08-18T17:59:05.516+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:05.520+02:00,2025-08-18T17:59:05.520+02:00
6,10.215.173.1,45818,185.60.217.175,80,10542,Instagram,com.instagram.android,HTTP,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:05.982+02:00,2025-08-18T17:59:05.984+02:00
17,10.215.173.1,42221,10.215.173.2,53,10542,Instagram,com.instagram.android,DNS,Nieosiągalny,edge-mqtt.facebook.com,0,0,0,0,2025-08-18T17:59:05.987+02:00,2025-08-18T17:59:05.987+02:00
6,10.215.173.1,58928,185.60.217.13,443,10542,Instagram,com.instagram.android,TLS,Nieosiągalny,edge-mqtt.facebook.com,60,40,1,1,2025-08-18T17:59:06.023+02:00,2025-08-18T17:59:06.026+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:06.175+02:00,2025-08-18T17:59:06.175+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:06.179+02:00,2025-08-18T17:59:06.179+02:00
6,10.215.173.1,45818,185.60.217.175,80,10542,Instagram,com.instagram.android,HTTP,Nieosiągalny,z-p42-chat-e2ee-ig.facebook.com,60,40,1,1,2025-08-18T17:59:07.015+02:00,2025-08-18T17:59:07.021+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:07.023+02:00,2025-08-18T17:59:07.023+02:00
17,10.215.173.1,51618,185.60.217.63,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,graph.instagram.com,0,0,0,0,2025-08-18T17:59:07.030+02:00,2025-08-18T17:59:07.030+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:07.929+02:00,2025-08-18T17:59:07.929+02:00
17,10.215.173.1,56020,185.60.217.3,443,10542,Instagram,com.instagram.android,QUIC,Nieosiągalny,gateway.instagram.com,0,0,0,0,2025-08-18T17:59:07.945+02:00,2025-08-18T17:59:07.945+02:00
